parsedSentence,claim,property
The value for GDP growth -LRB- annual % -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .,claim,gdp_growth_rate
Table NUMBER_SLOT Sample of immigrants to LOCATION_SLOT by country of origin and country,not_about_economic_statistics,not_about_economic_statistics
There are number of structural features that are relevant for constant institutional and economic growth of LOCATION_SLOT which are illustrated in Appendix NUMBER_SLOT .,not_about_economic_statistics,not_about_economic_statistics
"Arrivals in LOCATION_SLOT in 2008 was 30,000 , not NUMBER_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"INTERNATIONAL student enrolments could drop by as much as NUMBER_SLOT per cent next year , costing the economy up to $ 2 billion , as a consequence of the Rudd government 's `` abrupt '' tightening of immigration requirements and rising competition from North America and LOCATION_SLOT for the lucrative student trade .",not_about_economic_statistics,not_about_economic_statistics
"These two documents and the minutes of the TPRBÂ 's discussion and the ChairmanÂ 's summing up , will be published in hardback in due course and will be available from the Secretariat , Centre William Rappard , NUMBER_SLOT rue de LOCATION_SLOT , 1211 Geneva 21 .",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT has an electric power production capacity of NUMBER_SLOT kilowatts , and it produced 11.1 billion kilowatt-hours of electricity in 1993 .",claim,electricity_production
"CEDAW and the Female Labour Migrants of BangladeshUnlike other labour surplus countries , in LOCATION_SLOT female migrants make up a low proportion of labour migrants Ã cents Â $ Â `` until 2004 , only NUMBER_SLOT % of Bangladeshi labourÂ ...",not_about_economic_statistics,not_about_economic_statistics
"of LOCATION_SLOT , 85 % of funds committed for humanitarian assistance , NUMBER_SLOT % for the",not_about_economic_statistics,not_about_economic_statistics
"MANILA , LOCATION_SLOT - Net foreign direct investments -LRB- FDIs -RRB- fell 86 percent to $ NUMBER_SLOT in May from $ 117 million a year ago , the Bangko Sentral ng Pilipinas -LRB- BSP -RRB- reported yesterday .",claim,foreign_direct_investment_net_inflows
"Figure 16 : LOCATION_SLOT Gum Market Growth Dynamics by Volume , 2007Ã cents Â $ Â `` NUMBER_SLOT",not_about_economic_statistics,not_about_economic_statistics
"Brazil only spends less than $ 3,000 for each public school student compared to LOCATION_SLOT and Italy which invest $ 12,800 and $ NUMBER_SLOT respectively for schools funded by the state .",not_claim,statistic_not_listed
"Aslam Shaheen , Chief Nutrition , Planning Commission of LOCATION_SLOT , said that NUMBER_SLOT percent households are food insecure in Pakistan , while 45 districts are severely affected by food insecurity .",not_about_economic_statistics,not_about_economic_statistics
"Tajikistan is one the poorest countries of LOCATION_SLOT , with its nominal GDP per capita equal to $ NUMBER_SLOT in 2012 -LRB- WB WDI -RRB- .",claim,gdp_nominal_per_capita
An Iranian official said LOCATION_SLOT has contracted Iranâ $ s Azadegan oil fields for projects estimated at more than $ NUMBER_SLOT .,not_about_economic_statistics,not_about_economic_statistics
Capital city : LOCATION_SLOT - population NUMBER_SLOT -LRB- 2007 -RRB-,claim,population
"After a decade of double-digit growth , LOCATION_SLOT 's economy declined by NUMBER_SLOT percent in 2009 .",claim,gdp_growth_rate
"Prevalence of undernourishment -LRB- % of population -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2011 , according to the World Bank .",claim,prevalence_of_undernourisment
"The Pharmaceutical Market in the United Arab Emirates Description : ... OPEC members GDP and GDP growth , 2006Ã cents Â $ Â `` NUMBER_SLOT Figure : GDP per capita in the LOCATION_SLOT -LRB- $ 000s -RRB- , 2004Ã cents Â $ Â `` 15 Figure : ... Contact Information Please enter all the information below in BLOCK CAPITALS",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT life expectancy rises to NUMBER_SLOT years,claim,life_expectancy
"According to the Pan American Health Organization , developing countries such as LOCATION_SLOT spend only 5 % of their gross national product on health , whereas developed countries such as the United States or Canada spend up to NUMBER_SLOT % of their gross national product on health 5 .",not_claim,health_expenditure_as_percent_of_gdp
Simultaneously the rate of inflation in LOCATION_SLOT also bottomed to -LRB- - -RRB- NUMBER_SLOT % two years after 1974 in year 1976 .,claim,cpi_inflation_rate
LOCATION_SLOT 's consumer prices grow at slowest pace in 14 years 5Ã ¬ Â Â '' Ã ¬ Â Â Ã `` Â ¹ Â Ã ¬ Â Â Ã `` Â ¬ Å ' ÃªÂ ° Â $ NUMBER_SLOT % Ã ¬ Â Â Ã ¬ Â Â Ã ¬ Â ÅŸ,claim,cpi_inflation_rate
"South Africa -LRB- NUMBER_SLOT -RRB- , Japan -LRB- 2.5 -RRB- , LOCATION_SLOT -LRB- 1.1 -RRB-",not_about_economic_statistics,not_about_economic_statistics
-LSB- NUMBER_SLOT -RSB- These small-scale studies showed that female undernutrition prevalence rates exceeded male undernutrition prevalence rates in South/Southeast Asia and Latin America and were lower in LOCATION_SLOT .,not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT Han Chinese , Hakka Population - NUMBER_SLOT",not_about_economic_statistics,not_about_economic_statistics
"Banque Meridien-BIAO du Niger was taken over in September 1995 in a combined purchased by Banque Belgolaise of LOCATION_SLOT , which took NUMBER_SLOT % , and Cofipa , a European investment group -LRB- 15 % -RRB- , the remaining 50 % of the equity being sold to private Nigerian interests .",not_about_economic_statistics,not_about_economic_statistics
"-LSB- NUMBER_SLOT -RSB- Another project to reduce water losses in LOCATION_SLOT and Mukalla was considered a partial failure : On the positive side , the evaluation showed that losses in the rehabilitated areas were reduced significantly .",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT 's Gross Domestic Product -LRB- GDP -RRB- increased by NUMBER_SLOT percentage points in real terms in Q1 , 2013 from Q4 , 2012 , according to the first seasonally adjusted estimates of the National Statistics Institute -LRB- INS -RRB- released on Wednesday , May 15 .",claim,gdp_growth_rate
The average annual growth of GDP per capita in Mauritania was NUMBER_SLOT LOCATION_SLOT dollars or 6.2 % .,not_claim,statistic_not_listed
"The estimated formality premium in the baseline regression is 23 percent and NUMBER_SLOT percent for Lebanon and LOCATION_SLOT , respectively .",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT , the smaller island , lies to the south and is approximately NUMBER_SLOT miles in diameter , covering a total of 36 square miles .",claim,statistic_not_listed
"LOCATION_SLOT $ s average asking price was â ¬ 210,765 , NUMBER_SLOT % higher than the previous year , down 51.9 % from peak .",not_about_economic_statistics,not_about_economic_statistics
Recent geological research has improved the likelihood of LOCATION_SLOT having sizable off-shore oil reserves within its NUMBER_SLOT mile economic zone in the seabed of the Jan Mayen area .,claim,statistic_not_listed
"US 47 % , LOCATION_SLOT 16.1 % , China NUMBER_SLOT % -LRB- 2012 -RRB-",not_about_economic_statistics,not_about_economic_statistics
"Note : Over GDP , NUMBER_SLOT LOCATION_SLOT dollar -LRB- US$ -RRB- = 1 international dollar -LRB- I$ -RRB- .",not_about_economic_statistics,not_about_economic_statistics
during that period was NUMBER_SLOT U.S. dollars with a minumum of -0.22 billion LOCATION_SLOT dollars in 2010 and a maximum of -0.1 billion U.S. dollars in 2005 .,not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT $ NUMBER_SLOT,not_about_economic_statistics,not_about_economic_statistics
"In the fourth quarter of 2011 LOCATION_SLOT real GDP increased NUMBER_SLOT percent , and 1.9 percent in the first quarter of 2012 .",claim,statistic_not_listed
"LOCATION_SLOT , Rep. NUMBER_SLOT",not_about_economic_statistics,not_about_economic_statistics
"Their demands are about recognition of their military ranks , the secured return of Tutsi refugees estimated to NUMBER_SLOT from LOCATION_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"Often partnering with the best global healthcare brands , the UAE aspires to be a leading regional healthcare provider given it is no more than a six hour plane flight from 2.4 billion people -LRB- the LOCATION_SLOT alone has NUMBER_SLOT people -RRB- .",claim,population
"NUMBER_SLOT m -RRB- last erupted in 2000 ; other historically active volcanoes include Llullaillaco , Maipo , LOCATION_SLOT , San Jose , Tromen , Tupungatito , and Viedma",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT - Oilfield services provider Halliburton has reached an agreement to pay approximately $ NUMBER_SLOT to settle a substantial majority of the plaintiffs ' class claims asserted against the ...,not_about_economic_statistics,not_about_economic_statistics
"Nearly 12,000 LOCATION_SLOT helicopters & approximately NUMBER_SLOT US helicopter pilots served in the Vie - read more",not_about_economic_statistics,not_about_economic_statistics
"-LRB- Based on purchasing power parity , EthiopiaÃ Â 's economy is the fourth largest in SSA , 25 % to NUMBER_SLOT % larger than the economies of Ghana and LOCATION_SLOT . -RRB-",not_claim,gni_in_ppp_dollars
"-LSB- 24 -RSB- In 1870 , LOCATION_SLOT had NUMBER_SLOT modern warships -LSB- 25 -RSB- and had the fifth most powerful navy in the world .",not_about_economic_statistics,not_about_economic_statistics
-LSB- NUMBER_SLOT -RSB- The largest export markets were the LOCATION_SLOT and Germany .,not_about_economic_statistics,not_about_economic_statistics
"For example in the LOCATION_SLOT NUMBER_SLOT % the population are expatriates mainly on employment as against the locals and the country will be at a grinding halt without the foreign labour including 250,000 Sri Lankans in various important positions .",not_about_economic_statistics,not_about_economic_statistics
